|user|item|rating|review
410|johnsoten12|xiaomi redmi note 10 pro|9.4|it gives you the feeling that is a good phone worth the money
411|rafalbuczynski711|xiaomi redmi note 10 pro|9.0|pretty nice phone with reasonable price and capabilities
412|chahibe65|xiaomi redmi note 10 pro|8.4|excellent
413|ssla113355|xiaomi redmi note 10 pro|10.0|it is a very good phone
414|umarabdullahmuhammadalhadi|xiaomi redmi note 10 pro|9.7|it is fantastic
415|voz-zapravda-62b44cb529148|xiaomi redmi note 10 pro|9.9|the best phone
416|pakmobile|xiaomi redmi note 10 pro|8.9|very good in price range
417|kayzflo939|xiaomi redmi note 10 pro|9.4|really good value for the money
418|ydijoudi|xiaomi redmi note 10 pro|10.0|this is the best phone under 300$
419|mablux|xiaomi redmi note 10 pro|8.9|great value for the money
420|abhijiths|xiaomi redmi note 10 pro|9.6|best smartphone under this price range
421|wsadwsad0120121|xiaomi redmi note 10 pro|7.4|it has good experience
422|boudj-aouissi-6206870464745|xiaomi redmi note 10 pro|9.6|very good phone for its price
423|abhisheknag576|xiaomi redmi note 10 pro|9.7|best phone in the segment
424|DarkSun|xiaomi redmi note 10 pro|9.6|good everyday phone
425|eionprime129|xiaomi redmi note 10 pro|8.5|i think its a nice phone
426|istvan3334|xiaomi redmi note 10 pro|8.7|very good phone 
427|mbuilmunoz|xiaomi redmi note 10 pro|9.7|it is brutal because other companies sell you the same for 700
428|ruedaj24|xiaomi redmi note 10 pro|10.0|for the price it is very good
429|Mads|xiaomi redmi note 10 pro|9.8|excellent mobile
430|cazapiojos|xiaomi redmi note 10 pro|9.5|very good mobile the best value for money
431|fercol|xiaomi redmi note 10 pro|7.9|very complete and at a great price
432|unaifercol|xiaomi redmi note 10 pro|8.9|its 120hz amoled screen stands out
433|xvallsj|xiaomi redmi note 10 pro|8.2|good mid range phone at a spectacular price
434|Mangebist|xiaomi redmi note 10 pro|9.6|good but with some defects
435|pursuitofviking|xiaomi redmi note 10 pro|8.6|very good i recommend it
436|puntojosey|xiaomi redmi note 10 pro|9.3|excellent quality price mobile
437|josefgusta|xiaomi redmi note 10 pro|9.6|the new king of the mid range
438|jonamateos|xiaomi redmi note 10 pro|8.2|xiaomi has beaten the quality / price with this phone that has it all for less than 300
439|san4ez8989|xiaomi redmi note 10 pro|10.0|value for money is a bombshell
440|IngrownMink4|xiaomi redmi note 10 pro|8.5|a very complete device for the price it has 
441|heydewitzka|xiaomi redmi note 10 pro|9.7|super middle class smartphone at a very affordable price and top performance
442|anonymous_343925_642e6a30d4b7c|xiaomi redmi note 10 pro|9.2|damn the hpta came out fine
443|javiergutialonso|xiaomi redmi note 10 pro|6.8|very good but flawed
444|apollogone8|xiaomi redmi note 10 pro|2.3|the phone is good but a lot of flaws i would rather pay attention to the a52 samsung
445|sigfredo12345_matematicas|xiaomi redmi note 10 pro|9.4|very good team solid and elegant feel
446|fegus123|xiaomi redmi note 10 pro|10.0|price quality is better not found
447|leoleval890921|xiaomi redmi note 10 pro|9.7|excellent terminal
448|erikquiqe|xiaomi redmi note 10 pro|7.4|in 2023 it is not worth it anymore
449|alejandro2009.aht|xiaomi redmi note 10 pro|10.0|excellent
450|Noah|xiaomi redmi note 10 pro|8.1|really good phone
451|louabel346|xiaomi redmi note 10 pro|7.8|good and powerful
452|Cesp|xiaomi redmi note 10 pro|9.4|quality price in your hands
453|shodmonovsolohiddin31|xiaomi redmi note 10 pro|8.8|fine
454|victorlopezvelesvilla|xiaomi redmi note 10 pro|9.6|great fluidity for applications and powerful sound
455|gnzl13|xiaomi redmi note 10 pro|2.0|i am terrible
456|martin-urretabizkaia-62173e8a0db1c|xiaomi redmi note 10 pro|5.1|good hardware lousy software
457|samir-gadoum-6062194dc8d70|xiaomi redmi note 10 pro|9.7|i love this smartphone
458|aortblan|xiaomi redmi note 10 pro|9.1|very good
459|edgar50392|xiaomi redmi note 10 pro|8.5|beautiful
460|kreator1914|xiaomi redmi note 10 pro|9.3|in general it is a good device
461|charlon201456|xiaomi redmi note 10 pro|9.4|meets all my expectations
462|euegne|xiaomi redmi note 10 pro|5.5|this is my last xiaomi
463|harukim195|xiaomi redmi note 10 pro|10.0|incredible i liked it a lot
464|jorgepadrongonzalez2001|xiaomi redmi note 10 pro|9.9|highly recommended even in 2022
465|daniel-vazquez-alvarez-62a235ef48c3b|xiaomi redmi note 10 pro|9.2|to be a mid range mobile i am delighted only for details sometimes but nothing important super recommended
466|atlas13.ka|xiaomi redmi note 10 pro|5.1|smartphone too big
467|lepizdocheck|xiaomi redmi note 10 pro|2.0|worse than predecessors
468|gabbydiaz044|xiaomi redmi note 10 pro|10.0|tremendous quality for the price it has
469|chaparrojefer|xiaomi redmi note 10 pro|9.4|it is an excellent cell phone perhaps it would improve the rear camera since it protrudes a lot and can be damaged quickly
470|RobertoAntonio|xiaomi redmi note 10 pro|10.0|i love this cell phone
471|houedini|xiaomi redmi note 10 pro|9.6|optimal set of specifications
472|fedepezy11.official|xiaomi redmi note 10 pro|9.9|fantastic
473|german-torres-63b9a89f42514|xiaomi redmi note 10 pro|8.9|a mobile quality price
474|Keediego|xiaomi redmi note 10 pro|9.6|great
475|olialejandro450|xiaomi redmi note 10 pro|9.1|good for any user only that the camera glass protrudes a lot
476|gutiguti024|xiaomi redmi note 10 pro|10.0|excellent
477|ericboom11ra|xiaomi redmi note 10 pro|8.5|very good mobile with very good camera
478|MKusoj|xiaomi redmi note 10 pro|7.0|very good smartphone
479|FernArevaLuna|xiaomi redmi note 10 pro|8.3|it seems good to me
480|borre_06|xiaomi redmi note 10 pro|8.9|balanced it stands out for its stereo sound and battery
481|elchikodelxd|xiaomi redmi note 10 pro|9.8|fuck the son of a bitch came out fine
482|tid65|xiaomi redmi note 10 pro|9.6|there is nothing better for this money
483|diego-vf-6265d5b23ff01|xiaomi redmi note 10 pro|9.9|price quality
484|Balamathiam1|xiaomi redmi note 10 pro|4.8|i was disappointed by the lack of endurance in autonomy poor management of ram ui which re spins the phone from time to time
485|amirkanoun2002|xiaomi redmi note 10 pro|8.9|best value for money
486|criscrip63|xiaomi redmi note 10 pro|9.4|good cell phone especially for social networks play some demanding games take photos and listen to music
487|hasococ503|xiaomi redmi note 10 pro|9.0|good terminal
488|angelrenealpha|xiaomi redmi note 10 pro|8.2|comfortable and pretty
489|carlosflorin1978|xiaomi redmi note 10 pro|9.7|good phone i totally recommend it
490|czarek190|xiaomi redmi note 10 pro|8.5|previously i had a redmi note 8 pro which was excellent it could not be otherwise to switch to 10 pro
491|carlosestiven21|xiaomi redmi note 10 pro|10.0|great a good purchase and for less than $200 in my country
492|andreas-katsanis-6280ec1c1cd82|xiaomi redmi note 10 pro|8.6|fast with very good screen at a good price
493|stathistompoulis04|xiaomi redmi note 10 pro|8.5|pretty good
494|anonimus|xiaomi redmi note 10 pro|10.0|excellent
495|aliteacher2332|xiaomi redmi note 10 pro|9.6|powerful hardware
496|purpleheart|xiaomi redmi note 10 pro|9.0|if you find it for about 360 dollars or less in your nearby stores it is an excellent mobile
497|asromero8533|xiaomi redmi note 10 pro|8.2|the longer i have had it the more glad i bought it
498|raulverapvz2|xiaomi redmi note 10 pro|8.2|good at just about everything except battery life
499|Joss_rl22|xiaomi redmi note 10 pro|9.0|recommendable
500|demianslzrr|xiaomi redmi note 10 pro|7.5|it seems to me a good mobile for undemanding users
501|cristiancastle97|xiaomi redmi note 10 pro|8.5|fits perfectly for day to day
502|noparadiz|xiaomi redmi note 10 pro|8.1|mobile at the top but photos to improve
503|jvalerio133|xiaomi redmi note 10 pro|2.8|not compatible bad equipment
504|gg1406745|xiaomi redmi note 10 pro|8.1|serves for good daily use
505|lhayes.tattoo|xiaomi redmi note 10 pro|9.1|more than a mobile it is a tool for artists and photo editors
506|lennoxx92|xiaomi redmi note 10 pro|9.4|king of the mid range
507|bikon4ik34|xiaomi redmi note 10 pro|9.4|minimalistic
508|khelifi.soufiane|xiaomi redmi note 10 pro|9.7|very good smartphone
509|jafisen|xiaomi redmi note 10 pro|8.2|excellent mobile lousy software
510|rvelamoo|xiaomi redmi note 10 pro|9.9|i have had a very pleasant experience
511|fronny-betancourt-salazar-63a3eea84ab81|xiaomi redmi note 10 pro|8.5|excellent equipment for everything except high demand games
512|mak939|xiaomi redmi note 10 pro|8.2|for its price and quality it is more than good
513|azzoublida20|xiaomi redmi note 10 pro|8.9|good phone
514|bl-erland-644803f8ce704|xiaomi redmi note 10 pro|4.3|a cell phone that is no longer recommended in 2023
515|PROSESSADO|xiaomi redmi note 10 pro|8.8|good cell phone for coal for 1600 reais
516|antule210706|xiaomi redmi note 10 pro|9.7|excellent such cheap
517|dfvjn25|xiaomi redmi note 10 pro|2.4|bad experience
518|renatoboyrock|xiaomi redmi note 10 pro|9.0|great device but
519|mokranimamine|xiaomi redmi note 10 pro|9.5|perfect
520|artemshepelev103|xiaomi redmi note 10 pro|9.6|great 
521|cardosopereirajf|xiaomi redmi note 10 pro|8.5|a respectable intermediary
522|Oliver-96|xiaomi redmi note 10 pro|1.0|bugs without end
523|konvict-danilovsk-61ab6f33c78e9|xiaomi redmi note 10 pro|10.0|great appliance 
524|lelouchccmarios|xiaomi redmi note 10 pro|10.0|excellent
525|danieleguedezr|xiaomi redmi note 10 pro|9.8|comfortable for daily use and work
526|martinezcardenas0|xiaomi redmi note 10 pro|10.0|excellent mobile
527|miguel-angel-gal-pes-62e3c223f1d47|xiaomi redmi note 10 pro|7.1|i recommend
528|danielson-saintizaire-634c8c2cf0581|xiaomi redmi note 10 pro|8.5|i was charmed by the amoled screen which is on it the experience in good condition a week later
529|adam-black-61c2d6f5679a5|xiaomi redmi note 10 pro|9.0|price / performance hit 
530|abu.marroquin|xiaomi redmi note 10 pro|8.0|nice team with some details
531|aelienp|xiaomi redmi note 10 pro|9.0|a complete mobile complete in every way
532|franco-guazzi-620f7adf4b2d8|xiaomi redmi note 10 pro|10.0|great phone with good value for money
533|NiKiTA1001|xiaomi redmi note 10 pro|9.0|very comfortable phone i use it normally
534|dikyhadiansyah12345|poco x3 nfc|8.5|good photo on daylight
535|supmaselko|poco x3 nfc|5.5|it is really a great smartphone if you do not expect much but miui is just murdering it
536|herguedasherrera|poco x3 nfc|10.0|genial
537|nbelala|poco x3 nfc|8.5|cool 
538|adokratgaming|poco x3 nfc|8.0|good
539|tasharrrof|poco x3 nfc|10.0|excellent camera fast charging loud speaker beautiful and masculine
540|perflectmoura|poco x3 nfc|9.2|top
541|weditauchiha|poco x3 nfc|8.0|good deal
542|Zeeshan|poco x3 nfc|8.0|overall nice experience
543|Second|poco x3 nfc|4.0|an okay midranger at an entry level price range
544|urquicokevin|poco x3 nfc|8.8|just one of the best mid range that have it all but
545|dstanev87|poco x3 nfc|8.9|perfect phone only for 189 
546|miladq361|poco x3 nfc|10.0|very great and nice
547|juanjop782|poco x3 nfc|9.2|really smooth and comfortable in hands
548|noufel.bkl01|poco x3 nfc|9.5|really nice phone and there is none better than this one at the same price 
549|suspicioustech|poco x3 nfc|7.4|mixture of upgrades and dowgrades
550|milkjohni|poco x3 nfc|10.0|hello good morning it is a good phone in this price range and the waiting value of a flagship goes i am satisfied with my purch
551|Doukobells|poco x3 nfc|8.0|great phone but there is a lot of bugs 
552|mixail.krivosheev|poco x3 nfc|9.2|for your money very well
553|junius7218|poco x3 nfc|3.5|great for some for me the realme q2 is much better value
554|uddf35000|poco x3 nfc|10.0|best budget phone of 2020 will last until early 2023 i would say
555|rafiey326|poco x3 nfc|10.0|a cheap with a great performance phone but fairly endurance quality for hardware
556|v.topsis|poco x3 nfc|10.0|wonderful mobile with benefits
557|elxsergio|poco x3 nfc|9.3|fast and reliable phone for everyday use
558|domy.adiwijaya|poco x3 nfc|5.0|nice phone but have a glitter
559|antlem1908|poco x3 nfc|9.5|best vfm cell phone but it is heavy and more appropriate for a man's hand 
560|bechir.blk79|poco x3 nfc|8.9|good phone overall
561|abcd831395|poco x3 nfc|9.2|that is a bad boy with a big camera and poweful speakers
562|Hossein_tyb|poco x3 nfc|8.9|good phone but could be better
563|walidanonymous1|poco x3 nfc|9.4|i think it is the best smartphone in his price range
564|billdragos7|poco x3 nfc|10.0|the best 
565|amadheola|poco x3 nfc|10.0|for this price is the best 
566|begin1|poco x3 nfc|10.0|great for the price
567|Zipperok|poco x3 nfc|10.0|looks good
568|fabioIT|poco x3 nfc|8.1|really complete budget phone
569|simosadam|poco x3 nfc|10.0|i am very happy with it 
570|i_am_albertico|poco x3 nfc|10.0|great cell phone cannon
571|patinojuanpablo85|poco x3 nfc|8.9|in general all its features are good except the technology of the screen that is ips
572|javiervalero88|poco x3 nfc|10.0|very complete terminal for a great price
573|javigmiono|poco x3 nfc|2.6|disappointed
574|Mads|poco x3 nfc|7.0|not as good as i thought
575|AldoMJ|poco x3 nfc|9.5|top of gamma one of the best
576|albertocides|poco x3 nfc|8.4|very balanced good quality price from the end of 2020 edit it gave problems
577|olivaresgabriel1|poco x3 nfc|10.0|super fluid with 120 hz
578|thomasbayet|poco x3 nfc|10.0|excellent phone
579|galgo_88|poco x3 nfc|9.3|of the best quality price
580|Visalba|poco x3 nfc|10.0|a mobile that cannot be asked for more
581|ricardo18|poco x3 nfc|10.0|i liked
582|Ray|poco x3 nfc|10.0|amazing for its price
583|forzamilan.madrid7|poco x3 nfc|5.8|very good cell phone very powerful but with some little things that if i had to choose it again the little x3 would not be an option
584|anonymous_232471_5f9632d514cb9|poco x3 nfc|9.3|perfect
585|Danielo168|poco x3 nfc|9.2|great smartphone at a great price
586|marlosgeepyz|poco x3 nfc|10.0|great 
587|meryldain|poco x3 nfc|9.6|excellent phone i am not disappointed to have bought it
588|carmeloriccobono61|poco x3 nfc|9.1|excellent just a little heavy
589|coldheadskillet360|poco x3 nfc|8.6|a very good cell phone
590|erane.france86|poco x3 nfc|10.0|excellent value
591|jaminevi98|poco x3 nfc|7.0|it tastes little to me 
592|Cezar|poco x3 nfc|8.4|good nice and cheap
593|ricardomjunior25|poco x3 nfc|9.0|a cheap cell phone better than many other expensive ones out there
594|kurosansennin01|poco x3 nfc|10.0|good cell phone at a good price
595|danilo_stevens|poco x3 nfc|9.1|spectacular
596|juansebastianvidalquesada|poco x3 nfc|9.7|very good especially for its price
597|carlos-gomora-601f75714bd4a|poco x3 nfc|10.0|very good phone
598|carlosokok23|poco x3 nfc|8.2|good mobile but not a brutality
599|sircovoden|poco x3 nfc|10.0|from what you can buy for $ 200 is an excellent purchase considering all the pros and cons of the lack of minuses
600|ilya.shlyamin2002|poco x3 nfc|9.4|top for your money
601|czarnus98|poco x3 nfc|10.0|a very good phone for little money
